,Unique_ID,Part-ID,DoorModelID,DoorSellPrice,UNIT SELL PRICE,QTY,CHKACCOM,CHKEX35FELT,CHKHYPERLIFT,CHKINSAH,CHKINTERLOCK,CHKLABSITEASS,CHKLABSITEATT,CHKLIFTINGFRAME,CHKUSEDEFAULTWINPERROW,CMBBRUSHSEAL,CMBCONTROLLERENCLOSURE,CMBDOORMODEL,CMBFELTSEAL,CMBGEARBOXHEATER,CMBGPOISO,CMBHEATTRACEHOOD,CMBHEATTRACELEG,CMBJOBTYPE,CMBMOTORSHROUD,CMBNUMWINDROWS,CMBPEBEAMS,CMBPOWERSUPPLY,CMBTRACKCONFIG,CMBTRAFFICLIGHT,CMBWINDOWTYPEDEFAULT,CMBWINDTRACK,NUMACCOMNIGHT,NUMCEILINGHEIGHT,NUMCONTLOCA,NUMDOORHEIGHT,NUMDOORWIDTH,NUMDRIVINGTIME,NUMES40PANELSREQ,NUMESTPROJECTSONRUN,NUMFREIGHTALLOWANCE,NUMPEBEAMLEVEL1,NUMPEBEAMLEVEL2,NUMPERSONINSTALL,NUMTOTALDOORSPROJ
0,40981-1,RRD-MOVICHILL,MOVICHILL,22830.8,24718.75,4,False,False,False,False,False,True,False,False,True,"""Full Guides & Fascia/Hood (Std)""","""Remax S/S IP66""","""MOVICHILL""","""Yes""","""No""","""GPO""","""No""","""Yes""","""Install""","""No""","""No Window""","""1 Level PE""","""1P15A""","""Proud""","""No""","""No Window""","""No""",0,0,500,2800,3000,1,5,1,350,500,1200,2,1
